CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Gender_Male,HasCrCard_1,IsActiveMember_1
706,23,2,93301.97,2,127187.04,0,1,0,1,0,1
490,33,5,96341.0,2,108313.34,0,1,0,1,0,0
796,44,8,165326.2,1,57205.55,0,0,0,1,1,1
849,27,0,0.0,2,157891.86,0,0,0,1,0,1
779,41,10,99786.2,1,86927.53,0,0,0,0,1,0
794,22,4,114440.24,1,107753.07,0,0,1,0,1,1
748,36,4,141573.55,1,82158.14,0,0,1,1,1,0
663,22,9,0.0,1,29135.89,1,0,1,0,1,0
645,55,1,133676.65,1,17095.49,0,0,1,0,0,1
464,33,10,147493.7,2,100447.53,0,0,0,0,1,0
737,54,9,0.0,1,83470.4,1,0,0,1,1,0
590,29,4,0.0,2,121846.81,0,0,0,0,1,0
522,37,3,95022.57,1,129107.59,0,1,0,0,1,1
648,34,3,0.0,1,54726.43,0,0,0,0,1,0
754,37,6,0.0,1,116141.72,0,0,0,1,1,1
669,50,4,149713.61,3,124872.42,1,0,0,1,1,1
648,43,1,107963.38,1,186438.86,1,1,0,0,0,0
763,40,3,0.0,2,134281.11,0,0,0,1,1,0
790,32,3,0.0,1,91044.47,0,0,1,1,1,0
581,37,7,0.0,2,74320.75,0,0,0,1,1,1
703,43,8,0.0,2,9704.66,0,0,0,1,1,0
571,33,9,102017.25,2,128600.49,0,0,0,0,0,0
657,27,8,0.0,2,6468.24,0,0,1,0,0,0
737,44,7,0.0,2,57898.58,0,0,0,1,0,0
793,29,8,96674.55,2,192120.66,0,0,1,1,0,0
783,44,3,81811.71,1,164213.53,1,0,1,0,1,0
751,33,4,79281.61,1,117547.76,0,0,1,1,1,0
579,31,6,0.0,2,26149.25,0,0,0,1,1,0
655,36,10,122314.39,1,9181.66,0,1,0,0,1,0
614,43,8,140733.74,1,166588.76,0,1,0,1,1,1
678,49,2,116933.11,1,195053.58,1,1,0,1,1,0
562,41,5,165445.04,2,85787.31,0,0,1,1,1,0
711,53,5,123805.03,1,102428.51,0,1,0,0,1,0
620,37,0,107548.94,1,71175.94,0,0,0,1,1,0
437,49,9,111634.29,2,166440.32,0,0,0,1,0,1
691,41,8,109153.96,3,148848.76,1,1,0,0,1,1
552,34,4,0.0,2,140286.69,0,0,1,0,1,0
765,34,5,86055.17,2,104220.5,0,1,0,1,1,1
707,51,10,98438.23,1,70778.63,1,1,0,0,0,0
764,29,5,0.0,2,65868.28,0,0,1,1,1,0
585,32,8,144705.87,2,171482.56,0,0,0,0,0,0
784,31,7,0.0,2,143204.41,0,0,0,1,1,1
605,41,5,91612.91,1,28427.84,0,0,0,1,1,1
699,40,2,0.0,1,78387.32,0,0,1,1,1,0
544,40,7,0.0,1,161076.92,0,0,0,0,0,1
803,32,9,192122.84,1,54277.45,1,0,0,0,1,1
735,41,7,179904.0,1,137180.95,0,0,0,1,1,1
673,59,0,178058.06,2,21063.71,1,0,0,1,0,1
652,30,2,176166.56,2,152210.81,0,0,0,1,1,1
694,42,3,156864.2,2,88890.75,0,0,0,1,0,0
741,44,7,0.0,2,190534.76,0,0,0,0,1,1
590,30,3,0.0,2,83090.35,0,0,1,1,1,0
809,33,3,0.0,2,141426.78,0,0,1,0,0,1
523,34,2,161588.89,1,51358.66,0,0,0,1,1,1
540,48,2,109349.29,1,88703.04,1,0,0,1,1,0
596,29,6,0.0,2,116696.77,0,0,1,0,1,0
597,36,9,0.0,2,7156.09,0,0,0,0,1,1
407,37,1,0.0,1,49161.12,1,0,1,1,1,1
748,60,0,152335.7,1,126743.33,1,0,0,1,1,0
562,51,1,124662.54,1,65390.46,1,0,0,0,1,1
734,47,10,91522.04,2,138835.91,0,1,0,0,1,1
710,45,1,0.0,2,36154.66,0,0,0,1,1,1
539,39,6,62052.28,1,59755.14,0,0,1,0,0,1
542,32,7,107871.72,1,125302.64,0,0,0,1,1,0
717,36,2,99472.76,2,94274.72,1,0,0,0,1,0
682,50,10,128039.01,1,102260.16,0,0,1,0,1,1
515,33,2,0.0,2,136028.97,0,0,0,1,1,1
526,33,8,114634.63,2,110114.38,1,0,1,0,1,0
702,26,5,56738.47,2,100442.22,1,0,0,1,1,1
651,34,2,90355.12,2,193597.94,0,1,0,1,0,0
792,36,5,115725.24,2,1871.25,0,1,0,1,0,0
817,58,3,114327.59,2,42831.11,0,1,0,1,1,1
674,36,6,100762.64,1,182156.86,0,1,0,0,1,0
641,40,9,0.0,1,151648.66,1,0,0,0,0,0
513,39,7,89039.9,2,146738.83,0,0,1,1,1,1
561,34,1,78829.53,1,12148.2,0,0,0,1,1,1
627,30,6,112372.96,1,118029.09,0,1,0,1,1,1
682,81,6,122029.15,1,50783.88,0,1,0,1,1,1
683,29,0,157829.12,1,129891.66,0,0,0,0,0,0
420,31,1,108377.75,2,9904.63,0,1,0,0,1,1
670,54,2,95507.12,1,63213.31,0,0,0,0,1,1
505,43,6,127146.68,1,137565.87,0,1,0,1,0,0
580,24,1,133811.78,1,17185.95,1,1,0,1,1,0
577,36,3,121092.47,2,143783.46,0,0,0,1,0,1
773,34,10,126979.75,1,36823.28,0,1,0,1,0,0
616,37,5,144235.73,2,154957.66,1,0,0,1,0,0
763,38,0,152582.2,2,31892.82,0,0,0,0,0,0
640,43,9,172478.15,1,191084.4,1,0,1,1,1,0
592,36,1,126477.42,1,179718.17,0,0,0,1,0,0
528,43,7,97473.87,2,159823.16,0,0,1,1,1,1
630,53,5,138053.67,1,114110.97,0,0,0,1,0,1
529,31,2,164003.05,2,60993.23,0,0,0,0,1,1
546,47,8,0.0,1,66408.01,1,0,0,0,1,1
753,62,6,0.0,2,136398.9,0,0,0,0,1,1
772,39,4,122486.11,2,140709.25,0,0,1,0,1,1
567,36,1,0.0,2,8555.73,0,0,0,1,0,0
628,45,6,53667.44,1,115022.94,0,1,0,0,1,0
658,20,7,0.0,2,187638.34,0,0,0,1,0,0
679,58,9,109327.65,1,3829.13,0,0,1,1,1,1
629,34,1,121151.05,1,119357.93,0,0,1,1,0,0
731,42,9,101043.63,1,192175.52,0,0,1,1,1,1
775,33,3,83501.66,2,128841.31,0,1,0,1,1,0
660,33,2,80462.24,1,150422.35,0,0,1,1,0,0
752,39,3,0.0,1,188187.05,0,0,0,1,1,0
655,37,6,109093.41,2,1775.52,0,0,0,1,1,0
543,46,5,140355.6,1,85086.78,0,0,1,0,1,1
811,42,10,0.0,2,3797.79,0,0,0,1,1,1
689,45,0,130170.82,2,150856.38,0,1,0,1,1,0
531,42,2,0.0,2,90537.47,0,0,0,0,0,1
515,40,0,109542.29,1,166370.81,0,0,0,1,1,1
466,41,3,33563.95,2,178994.13,1,0,0,0,1,0
782,36,1,148795.17,2,195681.43,0,0,0,1,1,1
611,64,9,0.0,2,53277.15,0,0,0,1,1,1
621,40,8,174126.75,3,172490.78,1,1,0,1,1,0
604,41,3,0.0,1,11819.84,0,0,1,1,0,0
655,35,1,106405.03,1,82900.25,0,0,1,0,1,1
689,38,2,0.0,1,82709.8,0,0,1,1,1,1
681,30,2,128393.29,1,180593.45,0,0,1,1,1,1
643,41,2,127841.52,1,172363.41,0,1,0,1,1,0
617,24,4,137295.19,2,91195.12,0,0,0,0,1,1
638,55,2,155828.22,1,108987.25,1,0,1,0,0,1
743,39,6,0.0,2,44265.28,0,0,0,1,1,0
828,25,7,144351.86,1,116613.26,0,1,0,0,1,0
776,35,8,106365.29,1,148527.56,0,0,1,1,1,1
540,35,7,127801.88,1,84239.46,0,1,0,1,0,1
616,45,4,122793.96,1,62002.04,0,1,0,0,1,1
628,38,10,113525.84,1,46044.48,1,1,0,1,1,0
667,23,6,136100.69,2,169669.33,1,0,1,0,0,0
615,30,7,0.0,2,156346.84,0,0,0,1,1,1
543,30,4,140916.81,1,157711.18,0,0,0,1,1,0
553,31,4,0.0,2,89087.4,0,0,0,0,1,1
554,26,4,121365.39,1,8742.36,0,1,0,1,1,1
684,36,4,0.0,1,117038.96,0,0,1,0,1,0
452,35,7,0.0,2,164241.67,0,0,0,0,1,0
606,47,3,93578.68,2,137720.56,1,0,0,1,0,1
629,40,9,0.0,1,106.67,0,0,0,1,1,0
659,33,8,115409.6,1,1539.21,0,0,1,0,0,1
493,33,8,90791.69,1,59659.53,0,0,0,0,1,1
794,62,9,123681.32,3,173586.63,1,0,0,0,1,0
554,44,6,92436.86,1,126033.9,0,0,0,0,1,0
796,52,9,167194.36,1,62808.93,1,1,0,0,1,1
807,36,4,0.0,2,147007.33,0,0,0,0,0,1
500,44,9,160838.13,2,196261.64,0,1,0,1,1,0
722,43,1,0.0,1,44560.17,1,0,1,1,1,0
559,40,7,144470.77,1,18917.95,0,0,1,0,1,1
584,38,3,0.0,2,4525.4,0,0,1,0,1,1
834,68,9,130169.27,2,93112.2,0,1,0,0,0,1
754,35,4,0.0,2,9658.41,0,0,1,1,1,1
590,43,7,81076.8,2,182627.25,1,0,0,1,1,1
740,36,7,0.0,1,13177.4,0,0,0,1,1,1
502,57,3,101465.31,1,43568.31,1,1,0,0,1,0
733,48,5,0.0,1,117830.57,0,0,0,1,0,1
755,37,0,113865.23,2,117396.25,0,1,0,0,1,1
554,46,7,87603.35,3,96929.24,1,0,1,0,0,1
534,36,4,120037.96,1,36275.94,0,0,0,1,1,0
656,33,4,0.0,2,116706.0,0,0,1,1,1,0
575,49,7,121205.15,4,168080.53,1,1,0,1,1,1
480,47,8,75408.33,1,25887.89,1,0,1,1,1,0
575,40,5,0.0,2,122488.59,0,0,0,1,1,1
672,40,3,0.0,1,113171.61,1,0,0,0,1,0
758,35,5,0.0,2,100365.51,0,0,1,0,0,0
682,50,6,121818.84,2,124151.37,0,0,0,1,0,1
501,29,8,0.0,2,112664.24,0,0,0,0,1,0
746,34,6,141806.0,2,183494.87,0,1,0,1,1,1
556,51,8,61354.14,1,198810.65,1,0,0,0,1,0
823,53,4,124954.94,1,131259.6,1,1,0,0,0,1
491,68,1,95039.12,1,116471.14,1,1,0,0,0,1
638,29,9,103417.74,1,15336.4,0,0,0,0,1,1
734,45,2,0.0,2,99593.28,0,0,0,1,1,0
555,40,10,43028.77,1,170514.21,0,0,0,1,1,0
745,44,0,119638.21,1,34265.08,1,1,0,0,1,1
728,37,3,122689.51,2,106977.53,1,0,0,1,0,0
626,44,10,0.0,2,164287.86,0,0,0,1,0,0
681,37,8,73179.34,2,25292.53,0,1,0,1,1,1
478,38,4,171913.87,1,51820.87,1,0,0,0,1,0
709,38,5,0.0,2,81452.29,0,0,0,1,1,1
562,33,8,92659.2,2,1354.25,0,1,0,1,1,0
769,34,7,137239.17,1,71379.92,1,1,0,0,1,1
684,46,3,102955.14,2,154137.33,0,1,0,0,1,0
536,61,8,65190.29,1,64308.49,1,0,0,0,1,1
631,29,2,96863.52,2,31613.35,0,1,0,0,1,1
657,34,5,154983.98,1,27738.01,0,0,1,1,1,0
699,59,3,106819.65,1,163570.25,0,1,0,1,0,1
606,38,7,128578.52,1,193878.51,0,0,1,1,1,1
612,63,2,126473.33,1,147545.65,0,0,0,0,0,1
660,38,5,110570.78,2,195906.59,0,0,0,0,1,0
829,50,7,0.0,2,178458.86,0,0,1,1,0,1
567,29,8,0.0,2,156125.72,0,0,1,1,1,0
850,33,3,0.0,2,11159.19,0,0,0,0,1,1
712,44,2,0.0,2,45738.94,0,0,1,0,0,0
562,30,3,111099.79,2,140650.19,0,0,0,1,0,0
755,29,3,0.0,3,4733.94,0,0,0,0,1,0
793,25,3,100913.57,1,10579.72,0,0,1,1,0,0
471,26,8,0.0,2,179655.87,0,0,1,1,1,1
707,42,2,16893.59,1,77502.56,0,0,0,1,1,1
784,38,10,122267.85,1,145759.93,0,0,1,1,0,0
703,32,1,125685.79,1,56246.72,0,0,0,1,1,1
704,36,8,127397.34,1,151335.24,0,0,1,1,1,0
662,38,0,105271.56,1,179833.45,0,0,0,1,0,1
636,28,2,115265.14,1,191627.85,0,1,0,0,0,0
640,36,4,0.0,1,173016.46,0,0,1,1,0,0
739,31,1,0.0,2,58469.75,0,0,1,1,1,1
767,23,2,139542.82,1,28038.28,0,1,0,1,0,1
753,46,3,111512.75,3,159576.75,1,1,0,0,1,0
714,37,9,148466.93,2,151280.96,0,0,0,1,0,1
707,29,4,0.0,2,139953.94,0,0,0,1,1,0
577,35,4,108155.49,1,105407.79,0,0,0,0,1,0
633,42,1,0.0,2,56865.62,0,0,0,0,1,0
849,41,10,84622.13,1,198072.16,0,1,0,1,1,1
614,41,7,146997.64,2,137791.18,0,0,1,0,0,0
558,47,9,0.0,2,103787.28,0,0,0,0,1,0
832,27,10,98590.25,1,30912.89,0,0,0,0,1,0
567,26,2,0.0,2,78651.55,0,0,0,0,1,1
587,45,8,134980.74,1,123309.57,1,1,0,0,1,1
712,79,5,108078.56,1,174118.93,0,0,1,0,1,1
655,29,9,0.0,2,85736.26,0,0,1,0,0,1
641,42,6,0.0,2,121138.77,0,0,0,0,0,0
676,35,5,106836.67,2,84199.78,0,0,0,1,1,0
472,29,8,102490.27,1,181224.56,0,0,0,1,0,1
644,34,9,112746.54,2,141230.07,0,1,0,1,0,0
598,38,0,125487.89,1,158111.71,0,0,0,1,0,0
792,25,8,142862.21,1,130639.01,0,0,1,1,1,1
700,37,7,0.0,2,17040.82,0,0,0,0,1,0
616,34,10,0.0,2,25662.27,0,0,0,1,1,0
743,35,6,79388.33,1,193360.69,0,0,1,1,1,1
427,37,5,0.0,2,121485.1,0,0,0,1,1,1
731,29,10,0.0,2,162452.65,0,0,0,1,1,1
610,31,6,107784.65,1,141137.53,0,0,0,0,1,1
724,41,4,142880.28,3,185541.2,1,0,1,0,0,0
653,38,9,149571.94,1,118383.18,0,0,1,0,1,0
774,49,1,142767.39,1,8214.41,0,0,0,1,1,1
547,49,8,121537.71,2,46521.45,1,1,0,1,1,0
719,50,2,0.0,2,10772.13,0,0,1,1,0,0
740,43,9,0.0,1,199290.68,1,0,1,1,1,0
543,42,4,89838.71,3,85983.54,1,0,0,1,1,0
688,45,9,103399.87,1,129870.93,0,1,0,1,0,0
474,30,9,0.0,2,63158.22,0,0,0,0,0,0
505,43,5,136855.94,2,171070.52,0,1,0,1,1,0
688,39,0,0.0,2,53222.15,1,0,0,0,1,0
650,55,2,140891.46,3,179834.45,1,1,0,0,1,1
610,37,0,0.0,1,114514.64,0,0,0,1,1,0
705,46,5,89364.91,1,139162.15,0,0,1,0,0,1
669,29,7,146011.4,1,50249.16,0,0,0,0,0,0
650,20,8,0.0,2,113469.65,0,0,1,1,1,1
550,29,9,145294.08,2,147484.13,0,1,0,1,1,0
595,45,9,106000.12,1,191448.96,1,1,0,0,0,0
572,26,5,0.0,2,119381.41,0,0,1,0,1,0
622,58,2,0.0,2,33277.31,0,0,1,0,1,1
662,20,9,104508.77,2,73107.53,0,0,1,1,0,0
783,58,3,127539.3,1,96590.39,1,1,0,0,1,1
714,44,7,0.0,1,6923.11,0,0,1,1,0,1
671,51,3,96891.46,1,176403.33,1,1,0,1,1,0
600,32,1,78535.25,1,64349.6,0,0,0,0,1,0
847,37,9,112712.17,1,116097.26,0,0,1,0,1,0
650,55,9,119618.42,1,29861.13,0,0,1,1,1,1
710,28,6,0.0,1,48426.98,0,0,1,0,1,0
682,33,8,74963.5,1,32770.56,0,0,0,0,1,1
642,26,1,138023.79,2,117060.2,0,0,0,1,0,1
536,28,4,0.0,1,136197.65,0,0,1,0,1,1
754,47,1,185513.67,1,27438.83,0,0,0,0,1,0
678,60,8,185648.56,1,192156.54,1,0,0,1,0,0
533,49,1,102286.6,3,69409.37,1,1,0,0,1,0
741,38,4,128015.83,1,58440.43,0,1,0,1,1,0
757,31,10,39539.39,2,192519.39,0,0,0,1,0,0
721,40,3,0.0,1,144874.67,0,0,0,1,1,1
700,37,3,77608.46,2,175373.46,0,0,0,1,1,1
663,26,5,141462.13,1,440.2,0,0,0,1,1,0
677,35,0,0.0,2,76637.38,0,0,1,0,0,0
655,27,2,131691.33,1,49480.66,0,0,0,1,1,0
832,29,8,93833.86,1,10417.87,0,0,1,1,0,1
721,46,7,137933.39,1,67976.57,0,0,1,0,1,1
542,54,8,105770.14,1,140929.98,1,0,1,1,0,1
654,54,5,0.0,2,47139.06,0,0,1,0,0,1
821,38,8,0.0,2,126241.4,1,0,1,0,0,1
508,38,3,166328.65,2,22614.19,0,0,0,0,0,1
588,42,2,164307.77,1,48498.19,0,1,0,0,1,0
691,38,9,163965.69,2,103511.26,0,1,0,1,0,1
664,40,7,125608.72,1,122073.48,0,0,0,1,1,0
439,66,9,0.0,1,65535.56,0,0,0,0,1,0
479,37,6,118433.94,1,160060.9,0,0,1,1,0,1
850,55,10,98488.08,1,155879.57,1,0,0,0,1,0
518,40,4,0.0,2,194416.58,0,0,0,1,0,1
717,64,10,98362.35,2,21630.21,0,1,0,0,1,1
698,51,6,144237.91,4,157143.61,1,0,0,0,1,0
850,34,6,0.0,1,52796.31,0,0,0,1,0,1
700,47,4,0.0,1,121798.52,1,0,1,1,1,0
626,29,4,105767.28,2,41104.82,0,0,0,0,0,0
774,32,9,0.0,2,10604.48,0,0,1,1,1,0
719,48,5,0.0,2,78563.66,0,0,1,0,0,0
646,31,2,0.0,1,170821.43,1,0,1,1,1,1
485,25,3,134467.26,1,113266.09,0,0,0,0,1,1
784,38,1,138515.02,1,171768.76,0,1,0,1,1,1
850,32,2,128647.98,2,54416.18,0,1,0,1,0,0
669,38,9,121858.98,1,130755.34,0,0,0,0,1,0
731,70,3,0.0,2,141180.66,0,0,1,1,1,1
721,49,1,120108.56,1,183421.76,0,0,0,0,0,1
515,37,0,196853.62,1,132770.11,0,0,0,0,1,1
774,35,3,121418.62,1,24400.37,0,0,0,0,1,1
585,36,10,0.0,2,180318.6,0,0,1,1,1,1
695,29,9,0.0,2,111565.45,0,0,0,0,1,0
729,42,4,97495.8,2,2002.5,0,1,0,0,0,0
713,42,3,0.0,2,82565.01,0,0,0,0,0,0
555,33,5,127343.4,1,121789.3,0,0,1,1,0,1
699,50,0,158633.61,1,193785.87,0,0,1,0,1,0
587,55,9,0.0,1,64593.07,0,0,0,1,1,0
762,69,9,183744.98,1,196993.69,0,0,1,0,1,1
510,44,6,0.0,2,175518.31,0,0,0,1,1,1
842,46,9,0.0,1,17268.02,0,0,1,1,0,0
608,31,7,79962.92,2,60901.72,0,0,0,1,1,0
850,36,10,0.0,2,100750.03,0,0,0,0,1,1
642,36,4,0.0,2,195224.91,0,0,0,1,1,1
850,33,7,140956.99,1,3510.18,0,0,0,1,0,0
455,43,6,0.0,1,81250.79,0,0,1,0,1,1
726,29,7,0.0,2,91844.14,1,0,0,1,1,1
544,30,8,145241.63,1,80676.83,0,0,1,1,1,1
651,31,7,138008.06,2,129912.74,0,1,0,1,1,0
814,31,4,0.0,2,142029.17,0,0,0,0,1,1
537,39,2,0.0,2,137651.6,0,0,0,1,1,1
553,37,2,0.0,2,33877.29,0,0,0,1,1,0
800,38,9,0.0,1,78744.39,0,0,1,1,1,0
791,34,7,0.0,2,96734.46,0,0,0,1,1,0
699,29,9,127570.93,2,164756.81,0,0,1,0,1,0
756,28,6,0.0,1,164394.65,0,0,0,0,1,1
591,27,5,107812.67,1,162501.83,1,0,1,0,0,1
850,22,7,91560.58,2,10541.38,0,1,0,1,0,0
760,34,6,121303.77,2,59325.21,0,1,0,1,1,1
569,43,8,161546.68,2,178187.28,0,0,1,1,0,1
661,35,5,128415.45,1,142626.49,0,0,1,0,1,0
670,31,2,57530.06,1,181893.31,1,0,0,0,1,1
694,38,1,0.0,2,156858.2,0,0,0,1,0,1
728,28,4,142243.54,2,33074.51,0,0,0,0,1,0
764,39,9,138341.51,1,50072.94,1,1,0,0,1,0
639,32,9,0.0,2,111340.36,0,0,0,1,1,0
683,30,2,0.0,2,100496.84,1,0,0,0,0,1
663,30,4,0.0,3,101371.05,0,0,1,1,1,0
826,41,5,146466.46,2,180934.67,0,0,1,1,0,0
735,36,5,0.0,2,105152.17,0,0,1,1,1,0
682,58,1,0.0,1,706.5,0,0,0,0,1,1
663,39,8,0.0,2,101168.9,0,0,0,0,1,1
562,29,9,120307.58,1,6795.61,0,0,1,0,1,1
696,27,4,87637.26,2,196111.35,0,0,0,1,0,0
850,38,2,94652.04,1,171960.76,0,0,1,1,1,1
719,22,7,114415.84,1,177497.4,0,0,0,0,1,1
804,71,8,0.0,2,147995.96,0,0,0,0,0,1
604,40,1,84315.02,1,36209.1,0,0,0,1,0,0
782,27,3,0.0,2,143614.01,0,0,1,0,1,0
512,42,9,93955.83,2,14828.54,0,1,0,1,1,0
569,36,1,67087.69,1,154775.7,0,0,0,1,1,0
597,22,6,101528.61,1,70529.0,1,1,0,0,1,0
753,30,1,110824.52,1,57896.27,0,1,0,1,1,1
430,33,8,0.0,1,69759.91,0,0,0,0,1,1
756,28,8,179960.2,1,89938.08,0,0,0,1,1,0
493,38,3,134006.77,1,89578.32,0,0,0,1,1,0
777,37,10,121532.17,2,73464.88,0,1,0,0,1,1
779,38,7,0.0,2,138542.87,0,0,1,0,1,1
702,38,2,0.0,1,161888.63,0,0,1,0,1,1
551,35,7,129717.3,2,86937.2,0,0,0,1,0,0
749,22,4,94762.16,2,42241.54,0,1,0,1,1,1
742,55,5,155196.17,1,121207.66,1,1,0,1,0,1
752,29,4,129514.99,1,102930.46,0,1,0,1,1,1
740,57,3,113386.36,2,65121.63,1,1,0,0,1,1
576,24,3,0.0,1,78498.04,1,0,0,1,0,1
637,43,3,172196.23,1,104769.96,0,0,1,1,1,1
724,28,5,97612.12,1,96498.14,0,0,0,1,1,1
685,20,4,104719.94,2,38691.34,0,0,0,1,1,0
625,38,7,0.0,1,164804.02,0,0,0,0,1,0
571,37,9,139592.98,3,104152.65,1,1,0,1,1,0
584,29,4,0.0,2,88866.92,0,0,1,0,1,0
550,22,7,139096.85,1,129890.94,0,0,0,0,1,0
662,72,7,140301.72,1,179258.67,0,0,1,0,0,1
803,43,3,0.0,1,72051.44,0,0,1,1,1,0
615,66,7,0.0,2,74580.8,0,0,0,1,1,1
481,39,1,111233.09,1,123995.15,0,0,1,1,1,1
701,23,3,0.0,2,38960.59,0,0,0,1,1,0
751,29,10,147737.63,1,94951.27,0,0,0,1,0,1
675,35,8,0.0,2,56642.97,0,0,0,1,1,1
733,40,5,125725.02,2,50783.1,0,1,0,1,1,1
822,38,6,128289.7,3,9149.96,1,0,0,1,1,0
559,46,5,0.0,1,21006.1,1,0,0,0,1,0
731,49,4,88826.07,1,33759.41,1,1,0,0,1,1
678,41,1,143443.61,1,196622.28,1,0,0,0,1,0
645,68,9,0.0,4,176353.87,1,0,0,0,1,1
701,29,2,0.0,2,176943.59,0,0,0,1,1,0
554,26,8,149134.46,1,177966.24,0,0,1,1,1,1
723,30,3,124119.54,1,162198.32,0,0,0,1,1,0
766,44,3,116822.7,1,197643.24,0,1,0,1,0,0
597,24,1,103219.47,1,60420.07,0,0,0,0,1,0
574,41,1,0.0,2,70550.0,0,0,0,1,0,0
655,40,0,81954.6,1,198798.44,1,1,0,0,1,1
780,37,10,95196.26,1,126310.39,1,1,0,0,1,0
672,43,5,0.0,2,64515.5,0,0,1,1,1,1
717,38,7,0.0,2,158580.05,0,0,0,1,1,1
521,32,2,136555.01,2,129353.21,0,0,0,0,1,1
633,59,5,0.0,1,137273.97,0,0,0,1,1,1
669,39,3,119452.03,1,171575.54,0,0,0,1,1,1
740,44,9,0.0,1,96528.0,1,0,0,1,0,1
462,24,9,69881.09,2,64421.02,0,1,0,0,0,1
619,39,5,0.0,2,158444.61,0,0,0,1,1,1
665,44,7,0.0,2,66548.58,0,0,0,0,1,1
655,27,9,0.0,2,108008.05,0,0,1,0,0,0
463,20,8,204223.03,1,128268.39,0,0,1,1,1,0
799,63,1,110314.21,2,37464.0,1,0,0,0,1,0
713,48,1,163760.82,1,157381.14,1,0,1,0,0,0
807,31,1,141069.18,3,194257.11,0,1,0,0,1,1
728,38,1,115934.74,1,139059.05,0,0,0,1,1,1
582,52,2,151457.88,1,40893.61,0,0,0,1,0,1
704,35,3,154206.07,2,40261.49,0,1,0,0,1,1
714,26,9,89928.99,1,46203.31,0,0,0,0,1,0
628,30,8,89182.09,1,13126.9,0,0,0,1,1,1
809,41,1,79706.25,2,165675.01,0,1,0,1,1,0
547,44,5,0.0,3,5459.07,1,0,1,0,0,0
560,27,5,0.0,2,131919.48,0,0,0,0,1,0
811,31,7,117799.28,1,182372.35,0,0,0,1,1,1
584,26,4,0.0,2,147600.54,0,0,0,1,1,0
691,28,1,0.0,2,92865.41,0,0,0,1,0,0
680,34,6,146422.22,1,67142.97,1,1,0,1,1,0
588,33,9,150186.22,2,65611.01,0,1,0,1,1,1
721,40,6,100275.88,1,138564.48,1,1,0,1,1,0
850,47,6,0.0,1,187391.02,1,0,0,1,1,0
529,32,9,147493.89,1,33656.35,0,0,0,1,1,0
622,43,8,0.0,2,100618.17,0,0,0,1,1,0
683,42,8,0.0,2,198134.9,0,0,0,0,0,1
575,29,4,121823.4,2,50368.87,0,0,0,1,1,1
577,40,1,0.0,2,108787.0,0,0,1,0,1,1
510,31,0,113688.63,1,33099.41,1,1,0,1,1,0
652,40,7,100471.34,1,124550.88,0,0,1,0,1,1
569,28,3,100032.52,1,5159.21,1,1,0,0,1,0
687,31,3,0.0,2,48228.1,0,0,1,1,0,0
822,32,8,116358.0,1,108798.36,0,0,0,1,1,0
656,23,4,163549.63,1,21085.12,0,1,0,0,0,1
745,51,3,99183.9,1,28922.25,0,1,0,1,1,1
386,53,1,131955.07,1,62514.65,1,0,1,0,1,1
684,41,1,134177.06,1,177506.66,0,0,1,0,0,0
635,38,1,0.0,2,90605.05,0,0,1,0,1,0
582,30,2,0.0,2,132029.95,0,0,0,1,1,1
613,19,5,0.0,1,176903.35,0,0,1,1,1,1
795,56,9,94348.94,1,29239.29,1,1,0,0,1,0
659,32,2,155584.21,1,153662.88,0,0,0,0,0,1
745,28,6,0.0,2,154389.18,0,0,0,0,1,0
604,41,10,0.0,2,166224.39,0,0,1,0,1,1
509,32,9,170661.47,1,21646.2,0,1,0,1,1,1
706,29,6,185544.36,1,171037.63,0,1,0,0,1,0
619,44,6,52831.13,1,112649.22,1,0,1,0,1,1
572,51,8,97750.07,3,193014.26,1,1,0,1,1,1
695,36,6,114007.5,2,118120.88,0,0,0,1,1,0
543,71,1,104308.77,1,25650.04,0,0,0,0,1,1
640,33,6,84719.13,2,113048.79,0,0,0,0,1,1
672,39,2,0.0,2,87372.49,0,0,0,1,1,0
701,39,9,140236.98,1,146651.99,0,0,0,1,0,1
634,25,9,0.0,2,8227.91,0,0,1,1,1,1
531,42,6,75302.85,2,57034.35,0,0,1,0,0,0
699,27,1,0.0,2,93003.21,0,0,0,1,1,0
605,51,9,104760.82,1,165574.54,1,0,0,0,1,1
534,49,7,0.0,1,13566.48,1,0,0,0,1,0
449,31,1,113693.0,1,82796.29,0,0,1,0,0,0
684,36,5,174180.39,1,119830.08,0,0,1,0,1,0
622,42,9,115766.26,1,72155.85,1,1,0,1,0,0
714,40,0,0.0,2,62762.12,0,0,0,0,1,0
712,48,8,0.0,2,183235.33,0,0,1,0,1,0
783,72,5,121215.9,2,105206.48,0,0,0,0,1,1
743,45,10,144677.19,3,22512.44,1,1,0,1,1,0
683,36,5,115350.63,1,122305.91,0,0,0,1,1,1
654,40,5,105683.63,1,173617.09,0,0,1,1,1,0
700,37,1,135179.49,1,160670.37,0,0,0,1,1,0
744,31,0,117551.23,1,158958.9,0,0,1,1,1,0
645,25,1,157404.02,2,93073.04,0,1,0,1,1,0
525,36,3,77910.23,1,67238.01,0,0,1,1,1,0
732,25,0,110942.9,1,172576.56,0,0,0,1,0,0
721,40,7,0.0,2,122580.48,0,0,0,0,1,1
